"index" "risk" "risk_base" "risk_percent_diff" "risk_percent_point_diff" "risk_relative"
"31malesecondary11111" 17.9 0.3 5867 17.6 59.7
"31maletertiary00000" 0.4 0.3 33 0.1 1.3
"31maletertiary00001" 0.6 0.3 100 0.3 2
"31maletertiary00010" 0.8 0.3 167 0.5 2.7
"31maletertiary00011" 1.2 0.3 300 0.9 4
"31maletertiary00100" 2.1 0.3 600 1.8 7
"31maletertiary00101" 3.2 0.3 967 2.9 10.7
"31maletertiary00110" 4.3 0.3 1333 4 14.3
"31maletertiary00111" 6.4 0.3 2033 6.1 21.3
"31maletertiary01000" 0.7 0.3 133 0.4 2.3
"31maletertiary01001" 1 0.3 233 0.7 3.3
"31maletertiary01010" 1.3 0.3 333 1 4.3
"31maletertiary01011" 2 0.3 567 1.7 6.7
"31maletertiary01100" 3.5 0.3 1067 3.2 11.7
"31maletertiary01101" 5.2 0.3 1633 4.9 17.3
"31maletertiary01110" 7 0.3 2233 6.7 23.3
"31maletertiary01111" 10.3 0.3 3333 10 34.3
"31maletertiary10000" 0.9 0.3 200 0.6 3
"31maletertiary10001" 1.1 0.3 267 0.8 3.7
"31maletertiary10010" 1.7 0.3 467 1.4 5.7
"31maletertiary10011" 2.1 0.3 600 1.8 7
"31maletertiary10100" 3.9 0.3 1200 3.6 13
"31maletertiary10101" 4.8 0.3 1500 4.5 16
"31maletertiary10110" 7.8 0.3 2500 7.5 26
"31maletertiary10111" 9.5 0.3 3067 9.2 31.7
"31maletertiary11000" 1.4 0.3 367 1.1 4.7
"31maletertiary11001" 1.7 0.3 467 1.4 5.7
"31maletertiary11010" 2.8 0.3 833 2.5 9.3
"31maletertiary11011" 3.5 0.3 1067 3.2 11.7
"31maletertiary11100" 6.4 0.3 2033 6.1 21.3
"31maletertiary11101" 7.8 0.3 2500 7.5 26
"31maletertiary11110" 12.4 0.3 4033 12.1 41.3
"31maletertiary11111" 15.1 0.3 4933 14.8 50.3
"32femalebasic00000" 0.3 0.2 50 0.1 1.5
"32femalebasic00001" 0.5 0.2 150 0.3 2.5
"32femalebasic00010" 0.7 0.2 250 0.5 3.5
"32femalebasic00011" 1 0.2 400 0.8 5
"32femalebasic00100" 1.7 0.2 750 1.5 8.5
"32femalebasic00101" 2.6 0.2 1200 2.4 13
"32femalebasic00110" 3.3 0.2 1550 3.1 16.5
"32femalebasic00111" 5 0.2 2400 4.8 25
"32femalebasic01000" 0.6 0.2 200 0.4 3
"32femalebasic01001" 0.9 0.2 350 0.7 4.5
"32femalebasic01010" 1.1 0.2 450 0.9 5.5
"32femalebasic01011" 1.6 0.2 700 1.4 8
"32femalebasic01100" 2.8 0.2 1300 2.6 14
"32femalebasic01101" 4.2 0.2 2000 4 21
"32femalebasic01110" 5.4 0.2 2600 5.2 27
"32femalebasic01111" 8 0.2 3900 7.8 40
"32femalebasic10000" 0.7 0.2 250 0.5 3.5
"32femalebasic10001" 0.9 0.2 350 0.7 4.5
"32femalebasic10010" 1.4 0.2 600 1.2 7
"32femalebasic10011" 1.7 0.2 750 1.5 8.5
"32femalebasic10100" 3.1 0.2 1450 2.9 15.5
"32femalebasic10101" 3.9 0.2 1850 3.7 19.5
"32femalebasic10110" 6 0.2 2900 5.8 30
"32femalebasic10111" 7.3 0.2 3550 7.1 36.5
"32femalebasic11000" 1.2 0.2 500 1 6
"32femalebasic11001" 1.5 0.2 650 1.3 7.5
"32femalebasic11010" 2.3 0.2 1050 2.1 11.5
"32femalebasic11011" 2.9 0.2 1350 2.7 14.5
"32femalebasic11100" 5.1 0.2 2450 4.9 25.5
"32femalebasic11101" 6.2 0.2 3000 6 31
"32femalebasic11110" 9.6 0.2 4700 9.4 48
"32femalebasic11111" 11.7 0.2 5750 11.5 58.5
"32femalepostgraduate00000" 0.2 0.2 0 0 1
"32femalepostgraduate00001" 0.3 0.2 50 0.1 1.5
"32femalepostgraduate00010" 0.4 0.2 100 0.2 2
"32femalepostgraduate00011" 0.6 0.2 200 0.4 3
"32femalepostgraduate00100" 1 0.2 400 0.8 5
"32femalepostgraduate00101" 1.5 0.2 650 1.3 7.5
"32femalepostgraduate00110" 2 0.2 900 1.8 10
"32femalepostgraduate00111" 3 0.2 1400 2.8 15
"32femalepostgraduate01000" 0.3 0.2 50 0.1 1.5
"32femalepostgraduate01001" 0.5 0.2 150 0.3 2.5
"32femalepostgraduate01010" 0.6 0.2 200 0.4 3
"32femalepostgraduate01011" 1 0.2 400 0.8 5
"32femalepostgraduate01100" 1.7 0.2 750 1.5 8.5
"32femalepostgraduate01101" 2.5 0.2 1150 2.3 12.5
"32femalepostgraduate01110" 3.2 0.2 1500 3 16
"32femalepostgraduate01111" 4.8 0.2 2300 4.6 24
"32femalepostgraduate10000" 0.4 0.2 100 0.2 2
"32femalepostgraduate10001" 0.5 0.2 150 0.3 2.5
"32femalepostgraduate10010" 0.8 0.2 300 0.6 4
"32femalepostgraduate10011" 1 0.2 400 0.8 5
"32femalepostgraduate10100" 1.9 0.2 850 1.7 9.5
"32femalepostgraduate10101" 2.3 0.2 1050 2.1 11.5
"32femalepostgraduate10110" 3.6 0.2 1700 3.4 18
"32femalepostgraduate10111" 4.4 0.2 2100 4.2 22
"32femalepostgraduate11000" 0.7 0.2 250 0.5 3.5
"32femalepostgraduate11001" 0.9 0.2 350 0.7 4.5
"32femalepostgraduate11010" 1.4 0.2 600 1.2 7
"32femalepostgraduate11011" 1.7 0.2 750 1.5 8.5
"32femalepostgraduate11100" 3 0.2 1400 2.8 15
"32femalepostgraduate11101" 3.8 0.2 1800 3.6 19
"32femalepostgraduate11110" 5.8 0.2 2800 5.6 29
"32femalepostgraduate11111" 7.1 0.2 3450 6.9 35.5
"32femalesecondary00000" 0.3 0.2 50 0.1 1.5
"32femalesecondary00001" 0.4 0.2 100 0.2 2
"32femalesecondary00010" 0.6 0.2 200 0.4 3
"32femalesecondary00011" 0.8 0.2 300 0.6 4
"32femalesecondary00100" 1.5 0.2 650 1.3 7.5
"32femalesecondary00101" 2.2 0.2 1000 2 11
"32femalesecondary00110" 2.8 0.2 1300 2.6 14
"32femalesecondary00111" 4.2 0.2 2000 4 21
"32femalesecondary01000" 0.5 0.2 150 0.3 2.5
"32femalesecondary01001" 0.7 0.2 250 0.5 3.5
"32femalesecondary01010" 0.9 0.2 350 0.7 4.5
"32femalesecondary01011" 1.4 0.2 600 1.2 7
"32femalesecondary01100" 2.4 0.2 1100 2.2 12
"32femalesecondary01101" 3.6 0.2 1700 3.4 18
"32femalesecondary01110" 4.6 0.2 2200 4.4 23
"32femalesecondary01111" 6.8 0.2 3300 6.6 34
"32femalesecondary10000" 0.6 0.2 200 0.4 3
"32femalesecondary10001" 0.8 0.2 300 0.6 4
"32femalesecondary10010" 1.2 0.2 500 1 6
"32femalesecondary10011" 1.5 0.2 650 1.3 7.5
"32femalesecondary10100" 2.7 0.2 1250 2.5 13.5
"32femalesecondary10101" 3.3 0.2 1550 3.1 16.5
"32femalesecondary10110" 5.1 0.2 2450 4.9 25.5
"32femalesecondary10111" 6.2 0.2 3000 6 31
"32femalesecondary11000" 1 0.2 400 0.8 5
"32femalesecondary11001" 1.3 0.2 550 1.1 6.5
"32femalesecondary11010" 2 0.2 900 1.8 10
"32femalesecondary11011" 2.4 0.2 1100 2.2 12
"32femalesecondary11100" 4.3 0.2 2050 4.1 21.5
"32femalesecondary11101" 5.3 0.2 2550 5.1 26.5
"32femalesecondary11110" 8.2 0.2 4000 8 41
"32femalesecondary11111" 10 0.2 4900 9.8 50
"32femaletertiary00000" 0.2 0.2 0 0 1
"32femaletertiary00001" 0.4 0.2 100 0.2 2
"32femaletertiary00010" 0.5 0.2 150 0.3 2.5
"32femaletertiary00011" 0.7 0.2 250 0.5 3.5
"32femaletertiary00100" 1.2 0.2 500 1 6
"32femaletertiary00101" 1.8 0.2 800 1.6 9
"32femaletertiary00110" 2.3 0.2 1050 2.1 11.5
"32femaletertiary00111" 3.5 0.2 1650 3.3 17.5
"32femaletertiary01000" 0.4 0.2 100 0.2 2
"32femaletertiary01001" 0.6 0.2 200 0.4 3
"32femaletertiary01010" 0.8 0.2 300 0.6 4
"32femaletertiary01011" 1.1 0.2 450 0.9 5.5
"32femaletertiary01100" 2 0.2 900 1.8 10
"32femaletertiary01101" 3 0.2 1400 2.8 15
"32femaletertiary01110" 3.8 0.2 1800 3.6 19
"32femaletertiary01111" 5.7 0.2 2750 5.5 28.5
"32femaletertiary10000" 0.5 0.2 150 0.3 2.5
"32femaletertiary10001" 0.6 0.2 200 0.4 3
"32femaletertiary10010" 1 0.2 400 0.8 5
"32femaletertiary10011" 1.2 0.2 500 1 6
"32femaletertiary10100" 2.2 0.2 1000 2 11
"32femaletertiary10101" 2.7 0.2 1250 2.5 13.5
"32femaletertiary10110" 4.2 0.2 2000 4 21
"32femaletertiary10111" 5.2 0.2 2500 5 26
"32femaletertiary11000" 0.8 0.2 300 0.6 4
"32femaletertiary11001" 1 0.2 400 0.8 5
"32femaletertiary11010" 1.6 0.2 700 1.4 8
"32femaletertiary11011" 2 0.2 900 1.8 10
"32femaletertiary11100" 3.6 0.2 1700 3.4 18
"32femaletertiary11101" 4.4 0.2 2100 4.2 22
"32femaletertiary11110" 6.8 0.2 3300 6.6 34
"32femaletertiary11111" 8.4 0.2 4100 8.2 42
"32malebasic00000" 0.6 0.4 50 0.2 1.5
"32malebasic00001" 0.9 0.4 125 0.5 2.2
"32malebasic00010" 1.2 0.4 200 0.8 3
"32malebasic00011" 1.8 0.4 350 1.4 4.5
"32malebasic00100" 3.1 0.4 675 2.7 7.8
"32malebasic00101" 4.7 0.4 1075 4.3 11.8
"32malebasic00110" 6 0.4 1400 5.6 15
"32malebasic00111" 8.9 0.4 2125 8.5 22.2
"32malebasic01000" 1 0.4 150 0.6 2.5
"32malebasic01001" 1.6 0.4 300 1.2 4
"32malebasic01010" 2 0.4 400 1.6 5
"32malebasic01011" 3 0.4 650 2.6 7.5
"32malebasic01100" 5.1 0.4 1175 4.7 12.7
"32malebasic01101" 7.6 0.4 1800 7.2 19
"32malebasic01110" 9.7 0.4 2325 9.3 24.2
"32malebasic01111" 14.2 0.4 3450 13.8 35.5
"32malebasic10000" 1.3 0.4 225 0.9 3.2
"32malebasic10001" 1.6 0.4 300 1.2 4
"32malebasic10010" 2.6 0.4 550 2.2 6.5
"32malebasic10011" 3.2 0.4 700 2.8 8
"32malebasic10100" 5.7 0.4 1325 5.3 14.2
"32malebasic10101" 6.9 0.4 1625 6.5 17.2
"32malebasic10110" 10.7 0.4 2575 10.3 26.7
"32malebasic10111" 13 0.4 3150 12.6 32.5
"32malebasic11000" 2.2 0.4 450 1.8 5.5
"32malebasic11001" 2.7 0.4 575 2.3 6.8
"32malebasic11010" 4.2 0.4 950 3.8 10.5
"32malebasic11011" 5.2 0.4 1200 4.8 13
"32malebasic11100" 9.1 0.4 2175 8.7 22.7
"32malebasic11101" 11.1 0.4 2675 10.7 27.7
"32malebasic11110" 16.8 0.4 4100 16.4 42
"32malebasic11111" 20.3 0.4 4975 19.9 50.8
"32malepostgraduate00000" 0.4 0.4 0 0 1
"32malepostgraduate00001" 0.6 0.4 50 0.2 1.5
"32malepostgraduate00010" 0.7 0.4 75 0.3 1.7
"32malepostgraduate00011" 1.1 0.4 175 0.7 2.8
"32malepostgraduate00100" 1.9 0.4 375 1.5 4.7
"32malepostgraduate00101" 2.8 0.4 600 2.4 7
"32malepostgraduate00110" 3.6 0.4 800 3.2 9
"32malepostgraduate00111" 5.3 0.4 1225 4.9 13.2
"32malepostgraduate01000" 0.6 0.4 50 0.2 1.5
"32malepostgraduate01001" 0.9 0.4 125 0.5 2.2
"32malepostgraduate01010" 1.2 0.4 200 0.8 3
"32malepostgraduate01011" 1.8 0.4 350 1.4 4.5
"32malepostgraduate01100" 3.1 0.4 675 2.7 7.8
"32malepostgraduate01101" 4.6 0.4 1050 4.2 11.5
"32malepostgraduate01110" 5.9 0.4 1375 5.5 14.8
"32malepostgraduate01111" 8.7 0.4 2075 8.3 21.7
"32malepostgraduate10000" 0.8 0.4 100 0.4 2
"32malepostgraduate10001" 1 0.4 150 0.6 2.5
"32malepostgraduate10010" 1.5 0.4 275 1.1 3.8
"32malepostgraduate10011" 1.9 0.4 375 1.5 4.7
"32malepostgraduate10100" 3.4 0.4 750 3 8.5
"32malepostgraduate10101" 4.2 0.4 950 3.8 10.5
"32malepostgraduate10110" 6.5 0.4 1525 6.1 16.2
"32malepostgraduate10111" 7.9 0.4 1875 7.5 19.8
"32malepostgraduate11000" 1.3 0.4 225 0.9 3.2
"32malepostgraduate11001" 1.6 0.4 300 1.2 4
"32malepostgraduate11010" 2.5 0.4 525 2.1 6.2
"32malepostgraduate11011" 3.1 0.4 675 2.7 7.8
"32malepostgraduate11100" 5.5 0.4 1275 5.1 13.8
"32malepostgraduate11101" 6.7 0.4 1575 6.3 16.8
"32malepostgraduate11110" 10.4 0.4 2500 10 26
"32malepostgraduate11111" 12.7 0.4 3075 12.3 31.7
"32malesecondary00000" 0.5 0.4 25 0.1 1.2
"32malesecondary00001" 0.8 0.4 100 0.4 2
"32malesecondary00010" 1 0.4 150 0.6 2.5
"32malesecondary00011" 1.5 0.4 275 1.1 3.8
"32malesecondary00100" 2.7 0.4 575 2.3 6.8
"32malesecondary00101" 4 0.4 900 3.6 10
"32malesecondary00110" 5.1 0.4 1175 4.7 12.7
"32malesecondary00111" 7.6 0.4 1800 7.2 19
"32malesecondary01000" 0.9 0.4 125 0.5 2.2
"32malesecondary01001" 1.3 0.4 225 0.9 3.2
"32malesecondary01010" 1.7 0.4 325 1.3 4.2
"32malesecondary01011" 2.5 0.4 525 2.1 6.2
"32malesecondary01100" 4.4 0.4 1000 4 11
"32malesecondary01101" 6.5 0.4 1525 6.1 16.2
"32malesecondary01110" 8.3 0.4 1975 7.9 20.8
"32malesecondary01111" 12.2 0.4 2950 11.8 30.5
"32malesecondary10000" 1.1 0.4 175 0.7 2.8
"32malesecondary10001" 1.4 0.4 250 1 3.5
"32malesecondary10010" 2.2 0.4 450 1.8 5.5
"32malesecondary10011" 2.7 0.4 575 2.3 6.8
"32malesecondary10100" 4.8 0.4 1100 4.4 12
"32malesecondary10101" 5.9 0.4 1375 5.5 14.8
"32malesecondary10110" 9.1 0.4 2175 8.7 22.7
"32malesecondary10111" 11.1 0.4 2675 10.7 27.7
"32malesecondary11000" 1.9 0.4 375 1.5 4.7
"32malesecondary11001" 2.3 0.4 475 1.9 5.7
"32malesecondary11010" 3.6 0.4 800 3.2 9
"32malesecondary11011" 4.4 0.4 1000 4 11
"32malesecondary11100" 7.8 0.4 1850 7.4 19.5
"32malesecondary11101" 9.5 0.4 2275 9.1 23.8
"32malesecondary11110" 14.5 0.4 3525 14.1 36.2
"32malesecondary11111" 17.5 0.4 4275 17.1 43.8
"32maletertiary00000" 0.4 0.4 0 0 1
"32maletertiary00001" 0.7 0.4 75 0.3 1.7
"32maletertiary00010" 0.8 0.4 100 0.4 2
"32maletertiary00011" 1.3 0.4 225 0.9 3.2
"32maletertiary00100" 2.2 0.4 450 1.8 5.5
"32maletertiary00101" 3.3 0.4 725 2.9 8.2
"32maletertiary00110" 4.2 0.4 950 3.8 10.5
"32maletertiary00111" 6.3 0.4 1475 5.9 15.7
"32maletertiary01000" 0.7 0.4 75 0.3 1.7
"32maletertiary01001" 1.1 0.4 175 0.7 2.8
"32maletertiary01010" 1.4 0.4 250 1 3.5
"32maletertiary01011" 2.1 0.4 425 1.7 5.2
"32maletertiary01100" 3.6 0.4 800 3.2 9
"32maletertiary01101" 5.4 0.4 1250 5 13.5
"32maletertiary01110" 6.9 0.4 1625 6.5 17.2
"32maletertiary01111" 10.1 0.4 2425 9.7 25.2
"32maletertiary10000" 0.9 0.4 125 0.5 2.2
"32maletertiary10001" 1.1 0.4 175 0.7 2.8
"32maletertiary10010" 1.8 0.4 350 1.4 4.5
"32maletertiary10011" 2.2 0.4 450 1.8 5.5
"32maletertiary10100" 4 0.4 900 3.6 10
"32maletertiary10101" 4.9 0.4 1125 4.5 12.2
"32maletertiary10110" 7.6 0.4 1800 7.2 19
"32maletertiary10111" 9.3 0.4 2225 8.9 23.2
"32maletertiary11000" 1.5 0.4 275 1.1 3.8
"32maletertiary11001" 1.9 0.4 375 1.5 4.7
"32maletertiary11010" 3 0.4 650 2.6 7.5
"32maletertiary11011" 3.6 0.4 800 3.2 9
"32maletertiary11100" 6.5 0.4 1525 6.1 16.2
"32maletertiary11101" 7.9 0.4 1875 7.5 19.8
"32maletertiary11110" 12.1 0.4 2925 11.7 30.2
"32maletertiary11111" 14.7 0.4 3575 14.3 36.7
"33femalebasic00000" 0.4 0.2 100 0.2 2
"33femalebasic00001" 0.6 0.2 200 0.4 3
"33femalebasic00010" 0.7 0.2 250 0.5 3.5
"33femalebasic00011" 1.1 0.2 450 0.9 5.5
"33femalebasic00100" 1.8 0.2 800 1.6 9
"33femalebasic00101" 2.7 0.2 1250 2.5 13.5
"33femalebasic00110" 3.3 0.2 1550 3.1 16.5
"33femalebasic00111" 4.9 0.2 2350 4.7 24.5
"33femalebasic01000" 0.6 0.2 200 0.4 3
"33femalebasic01001" 0.9 0.2 350 0.7 4.5
"33femalebasic01010" 1.2 0.2 500 1 6
"33femalebasic01011" 1.7 0.2 750 1.5 8.5
"33femalebasic01100" 2.9 0.2 1350 2.7 14.5
"33femalebasic01101" 4.3 0.2 2050 4.1 21.5
"33femalebasic01110" 5.4 0.2 2600 5.2 27
"33femalebasic01111" 7.9 0.2 3850 7.7 39.5
"33femalebasic10000" 0.8 0.2 300 0.6 4
"33femalebasic10001" 1 0.2 400 0.8 5
"33femalebasic10010" 1.5 0.2 650 1.3 7.5
"33femalebasic10011" 1.8 0.2 800 1.6 9
"33femalebasic10100" 3.2 0.2 1500 3 16
"33femalebasic10101" 3.9 0.2 1850 3.7 19.5
"33femalebasic10110" 5.9 0.2 2850 5.7 29.5
"33femalebasic10111" 7.2 0.2 3500 7 36
"33femalebasic11000" 1.3 0.2 550 1.1 6.5
"33femalebasic11001" 1.6 0.2 700 1.4 8
"33femalebasic11010" 2.4 0.2 1100 2.2 12
"33femalebasic11011" 3 0.2 1400 2.8 15
"33femalebasic11100" 5.2 0.2 2500 5 26
"33femalebasic11101" 6.3 0.2 3050 6.1 31.5
"33femalebasic11110" 9.4 0.2 4600 9.2 47
"33femalebasic11111" 11.5 0.2 5650 11.3 57.5
"33femalepostgraduate00000" 0.2 0.2 0 0 1
"33femalepostgraduate00001" 0.3 0.2 50 0.1 1.5
"33femalepostgraduate00010" 0.4 0.2 100 0.2 2
"33femalepostgraduate00011" 0.6 0.2 200 0.4 3
"33femalepostgraduate00100" 1 0.2 400 0.8 5
"33femalepostgraduate00101" 1.6 0.2 700 1.4 8
"33femalepostgraduate00110" 1.9 0.2 850 1.7 9.5
"33femalepostgraduate00111" 2.9 0.2 1350 2.7 14.5
"33femalepostgraduate01000" 0.4 0.2 100 0.2 2
"33femalepostgraduate01001" 0.6 0.2 200 0.4 3
"33femalepostgraduate01010" 0.7 0.2 250 0.5 3.5
"33femalepostgraduate01011" 1 0.2 400 0.8 5
"33femalepostgraduate01100" 1.7 0.2 750 1.5 8.5
"33femalepostgraduate01101" 2.6 0.2 1200 2.4 13
"33femalepostgraduate01110" 3.2 0.2 1500 3 16
"33femalepostgraduate01111" 4.8 0.2 2300 4.6 24
"33femalepostgraduate10000" 0.5 0.2 150 0.3 2.5
"33femalepostgraduate10001" 0.6 0.2 200 0.4 3
"33femalepostgraduate10010" 0.9 0.2 350 0.7 4.5
"33femalepostgraduate10011" 1.1 0.2 450 0.9 5.5
"33femalepostgraduate10100" 1.9 0.2 850 1.7 9.5
"33femalepostgraduate10101" 2.3 0.2 1050 2.1 11.5
"33femalepostgraduate10110" 3.5 0.2 1650 3.3 17.5
"33femalepostgraduate10111" 4.3 0.2 2050 4.1 21.5
"33femalepostgraduate11000" 0.8 0.2 300 0.6 4
"33femalepostgraduate11001" 1 0.2 400 0.8 5
"33femalepostgraduate11010" 1.4 0.2 600 1.2 7
"33femalepostgraduate11011" 1.8 0.2 800 1.6 9
"33femalepostgraduate11100" 3.1 0.2 1450 2.9 15.5
"33femalepostgraduate11101" 3.8 0.2 1800 3.6 19
"33femalepostgraduate11110" 5.7 0.2 2750 5.5 28.5
"33femalepostgraduate11111" 7 0.2 3400 6.8 35
"33femalesecondary00000" 0.3 0.2 50 0.1 1.5
"33femalesecondary00001" 0.5 0.2 150 0.3 2.5
"33femalesecondary00010" 0.6 0.2 200 0.4 3
"33femalesecondary00011" 0.9 0.2 350 0.7 4.5
"33femalesecondary00100" 1.5 0.2 650 1.3 7.5
"33femalesecondary00101" 2.2 0.2 1000 2 11
"33femalesecondary00110" 2.8 0.2 1300 2.6 14
"33femalesecondary00111" 4.1 0.2 1950 3.9 20.5
"33femalesecondary01000" 0.5 0.2 150 0.3 2.5
"33femalesecondary01001" 0.8 0.2 300 0.6 4
"33femalesecondary01010" 1 0.2 400 0.8 5
"33femalesecondary01011" 1.5 0.2 650 1.3 7.5
"33femalesecondary01100" 2.5 0.2 1150 2.3 12.5
"33femalesecondary01101" 3.7 0.2 1750 3.5 18.5
"33femalesecondary01110" 4.5 0.2 2150 4.3 22.5
"33femalesecondary01111" 6.7 0.2 3250 6.5 33.5
"33femalesecondary10000" 0.7 0.2 250 0.5 3.5
"33femalesecondary10001" 0.8 0.2 300 0.6 4
"33femalesecondary10010" 1.3 0.2 550 1.1 6.5
"33femalesecondary10011" 1.5 0.2 650 1.3 7.5
"33femalesecondary10100" 2.7 0.2 1250 2.5 13.5
"33femalesecondary10101" 3.3 0.2 1550 3.1 16.5
"33femalesecondary10110" 5 0.2 2400 4.8 25
"33femalesecondary10111" 6.1 0.2 2950 5.9 30.5
"33femalesecondary11000" 1.1 0.2 450 0.9 5.5
"33femalesecondary11001" 1.4 0.2 600 1.2 7
"33femalesecondary11010" 2.1 0.2 950 1.9 10.5
"33femalesecondary11011" 2.5 0.2 1150 2.3 12.5
"33femalesecondary11100" 4.4 0.2 2100 4.2 22
"33femalesecondary11101" 5.4 0.2 2600 5.2 27
"33femalesecondary11110" 8 0.2 3900 7.8 40
"33femalesecondary11111" 9.8 0.2 4800 9.6 49
"33femaletertiary00000" 0.3 0.2 50 0.1 1.5
"33femaletertiary00001" 0.4 0.2 100 0.2 2
"33femaletertiary00010" 0.5 0.2 150 0.3 2.5
"33femaletertiary00011" 0.7 0.2 250 0.5 3.5
"33femaletertiary00100" 1.2 0.2 500 1 6
"33femaletertiary00101" 1.9 0.2 850 1.7 9.5
"33femaletertiary00110" 2.3 0.2 1050 2.1 11.5
"33femaletertiary00111" 3.4 0.2 1600 3.2 17
"33femaletertiary01000" 0.4 0.2 100 0.2 2
"33femaletertiary01001" 0.7 0.2 250 0.5 3.5
"33femaletertiary01010" 0.8 0.2 300 0.6 4
"33femaletertiary01011" 1.2 0.2 500 1 6
"33femaletertiary01100" 2 0.2 900 1.8 10
"33femaletertiary01101" 3 0.2 1400 2.8 15
"33femaletertiary01110" 3.8 0.2 1800 3.6 19
"33femaletertiary01111" 5.6 0.2 2700 5.4 28
"33femaletertiary10000" 0.6 0.2 200 0.4 3
"33femaletertiary10001" 0.7 0.2 250 0.5 3.5
"33femaletertiary10010" 1 0.2 400 0.8 5
"33femaletertiary10011" 1.3 0.2 550 1.1 6.5
"33femaletertiary10100" 2.2 0.2 1000 2 11
"33femaletertiary10101" 2.7 0.2 1250 2.5 13.5
"33femaletertiary10110" 4.1 0.2 1950 3.9 20.5
"33femaletertiary10111" 5.1 0.2 2450 4.9 25.5
"33femaletertiary11000" 0.9 0.2 350 0.7 4.5
"33femaletertiary11001" 1.1 0.2 450 0.9 5.5
"33femaletertiary11010" 1.7 0.2 750 1.5 8.5
"33femaletertiary11011" 2.1 0.2 950 1.9 10.5
"33femaletertiary11100" 3.6 0.2 1700 3.4 18
"33femaletertiary11101" 4.5 0.2 2150 4.3 22.5
"33femaletertiary11110" 6.7 0.2 3250 6.5 33.5
"33femaletertiary11111" 8.2 0.2 4000 8 41
"33malebasic00000" 0.7 0.4 75 0.3 1.7
"33malebasic00001" 1 0.4 150 0.6 2.5
"33malebasic00010" 1.3 0.4 225 0.9 3.2
"33malebasic00011" 1.9 0.4 375 1.5 4.7
"33malebasic00100" 3.2 0.4 700 2.8 8
"33malebasic00101" 4.8 0.4 1100 4.4 12
"33malebasic00110" 5.9 0.4 1375 5.5 14.8
"33malebasic00111" 8.8 0.4 2100 8.4 22
"33malebasic01000" 1.1 0.4 175 0.7 2.8
"33malebasic01001" 1.7 0.4 325 1.3 4.2
"33malebasic01010" 2.1 0.4 425 1.7 5.2
"33malebasic01011" 3.2 0.4 700 2.8 8
"33malebasic01100" 5.3 0.4 1225 4.9 13.2
"33malebasic01101" 7.8 0.4 1850 7.4 19.5
"33malebasic01110" 9.6 0.4 2300 9.2 24
"33malebasic01111" 14 0.4 3400 13.6 35
"33malebasic10000" 1.5 0.4 275 1.1 3.8
"33malebasic10001" 1.8 0.4 350 1.4 4.5
"33malebasic10010" 2.7 0.4 575 2.3 6.8
"33malebasic10011" 3.3 0.4 725 2.9 8.2
"33malebasic10100" 5.7 0.4 1325 5.3 14.2
"33malebasic10101" 7 0.4 1650 6.6 17.5
"33malebasic10110" 10.4 0.4 2500 10 26
"33malebasic10111" 12.7 0.4 3075 12.3 31.7
"33malebasic11000" 2.4 0.4 500 2 6
"33malebasic11001" 2.9 0.4 625 2.5 7.2
"33malebasic11010" 4.4 0.4 1000 4 11
"33malebasic11011" 5.4 0.4 1250 5 13.5
"33malebasic11100" 9.2 0.4 2200 8.8 23
"33malebasic11101" 11.2 0.4 2700 10.8 28
"33malebasic11110" 16.4 0.4 4000 16 41
"33malebasic11111" 19.9 0.4 4875 19.5 49.7
"33malepostgraduate00000" 0.4 0.4 0 0 1
"33malepostgraduate00001" 0.6 0.4 50 0.2 1.5
"33malepostgraduate00010" 0.8 0.4 100 0.4 2
"33malepostgraduate00011" 1.1 0.4 175 0.7 2.8
"33malepostgraduate00100" 1.9 0.4 375 1.5 4.7
"33malepostgraduate00101" 2.9 0.4 625 2.5 7.2
"33malepostgraduate00110" 3.5 0.4 775 3.1 8.8
"33malepostgraduate00111" 5.3 0.4 1225 4.9 13.2
"33malepostgraduate01000" 0.7 0.4 75 0.3 1.7
"33malepostgraduate01001" 1 0.4 150 0.6 2.5
"33malepostgraduate01010" 1.2 0.4 200 0.8 3
"33malepostgraduate01011" 1.9 0.4 375 1.5 4.7
"33malepostgraduate01100" 3.1 0.4 675 2.7 7.8
"33malepostgraduate01101" 4.7 0.4 1075 4.3 11.8
"33malepostgraduate01110" 5.8 0.4 1350 5.4 14.5
"33malepostgraduate01111" 8.5 0.4 2025 8.1 21.2
"33malepostgraduate10000" 0.9 0.4 125 0.5 2.2
"33malepostgraduate10001" 1.1 0.4 175 0.7 2.8
"33malepostgraduate10010" 1.6 0.4 300 1.2 4
"33malepostgraduate10011" 2 0.4 400 1.6 5
"33malepostgraduate10100" 3.4 0.4 750 3 8.5
"33malepostgraduate10101" 4.2 0.4 950 3.8 10.5
"33malepostgraduate10110" 6.3 0.4 1475 5.9 15.7
"33malepostgraduate10111" 7.7 0.4 1825 7.3 19.2
"33malepostgraduate11000" 1.4 0.4 250 1 3.5
"33malepostgraduate11001" 1.7 0.4 325 1.3 4.2
"33malepostgraduate11010" 2.6 0.4 550 2.2 6.5
"33malepostgraduate11011" 3.2 0.4 700 2.8 8
"33malepostgraduate11100" 5.6 0.4 1300 5.2 14
"33malepostgraduate11101" 6.8 0.4 1600 6.4 17
"33malepostgraduate11110" 10.2 0.4 2450 9.8 25.5
"33malepostgraduate11111" 12.4 0.4 3000 12 31
